B01,B04,B06,B08,NDVI,NDBI,NDWI,REVI,NDSI,BSI,LST,building_density_50,building_density_100,building_density_200,building_area_100,building_area_200,distance_to_building,coverage_ratio_100,wind_speed,wind_direction,humidity,solar_flux,UHI Index
1326.0,1618.0,2028.0,1936.0,0.08947664603263927,0.12437810945273632,-0.12437810945273632,0.11245200219418541,0.21150097465886938,-0.08947664603263927,37.09509350000002,5,7,18,13131.03779754812,43090.50201055206,12.698193483645436,0.41797391468125955,3.4,196.0,46.7,605.0,1.010815469
1326.0,1260.0,1785.0,1716.0,0.1532258064516129,0.1443530291697831,-0.1443530291697831,0.1724137931034483,0.2911392405063291,-0.1532258064516129,37.09509350000002,6,7,19,12806.143220788046,43217.50875676626,12.223635606476941,0.40763219910623655,3.4,196.0,46.7,605.0,1.010815469
1326.0,2334.0,1785.0,2770.0,0.08542319749216301,-0.09378084896347483,0.09378084896347483,-0.13328477785870357,-0.008425145819831496,-0.08542319749216301,37.09509350000002,6,7,19,12615.885787268455,43160.166465586444,12.04818418180031,0.4015761169053124,3.4,196.0,46.7,605.0,1.010815469
1326.0,2334.0,1785.0,2770.0,0.08542319749216301,-0.09378084896347483,0.09378084896347483,-0.13328477785870357,-0.008425145819831496,-0.08542319749216301,37.09509350000002,6,7,19,12497.39990292097,42716.65605475729,11.39213131819686,0.39780459406920904,3.4,196.0,46.7,605.0,1.010815469
1326.0,1646.0,1785.0,1850.0,0.05835240274599542,0.10735826296743065,-0.10735826296743065,0.04051296997959779,0.164679015478305,-0.05835240274599542,37.09509350000002,6,7,19,12465.185814749093,41880.254568229764,12.992568457169968,0.39677918779525856,3.4,196.0,46.7,605.0,1.012979184
1326.0,1354.0,1628.0,1562.0,0.07133058984910837,0.11601584606677985,-0.11601584606677985,0.09188464118041582,0.18580877931449188,-0.07133058984910837,37.443731540000044,6,7,19,12511.307437611453,40965.59126759567,13.857882432782803,0.3982472846476515,3.4,196.0,46.7,605.0,1.012979184
1326.0,1354.0,1628.0,1562.0,0.07133058984910837,0.11601584606677985,-0.11601584606677985,0.09188464118041582,0.18580877931449188,-0.07133058984910837,37.443731540000044,5,7,20,12591.770451690838,40485.13453690617,13.196129614424482,0.40080850193301293,3.4,196.0,46.7,605.0,1.012979184
959.0,2256.0,2288.0,2610.0,0.07274969173859433,-0.05539830165790538,0.05539830165790538,0.007042253521126761,0.017421602787456445,-0.07274969173859433,37.443731540000044,5,6,20,12786.67009352754,40311.9022095397,12.681467563946464,0.40701235021404314,3.4,196.0,46.7,605.0,1.012979184
732.0,2380.0,2343.0,2678.0,0.05891656781336497,-0.10798510550268929,0.10798510550268929,-0.00783400381113699,-0.04938271604938271,-0.05891656781336497,37.443731540000044,4,7,20,13056.161088684727,40174.402034281105,12.23183849253241,0.4155905150136472,3.4,196.0,46.7,605.0,1.012979184
732.0,2380.0,2343.0,2678.0,0.05891656781336497,-0.10798510550268929,0.10798510550268929,-0.00783400381113699,-0.04938271604938271,-0.05891656781336497,37.443731540000044,2,7,21,13394.408599444152,40475.05362589441,11.51563867965253,0.42635726767882554,3.4,196.0,46.7,605.0,1.012979184
732.0,1320.0,2343.0,2556.0,0.3188854489164087,-0.08488964346349745,0.08488964346349745,0.27927927927927926,0.24050632911392406,-0.3188854489164087,37.495001839999986,2,7,21,13477.258044661881,40678.01787707288,11.342967127579678,0.4289944474265901,3.4,196.0,46.7,605.0,1.012979184
732.0,717.0,2045.0,2630.0,0.5715566178667464,-0.2562694053021256,0.2562694053021256,0.48081100651701664,0.36939313984168864,-0.5715566178667464,37.495001839999986,2,7,19,13686.34071035957,40196.49738419541,10.551841864343157,0.43564975537871353,3.4,196.0,46.7,605.0,1.012979184
732.0,717.0,2045.0,2630.0,0.5715566178667464,-0.2562694053021256,0.2562694053021256,0.48081100651701664,0.36939313984168864,-0.5715566178667464,37.495001839999986,2,7,21,13825.379990524209,39237.91478694373,9.661603261649233,0.4400755131231418,3.4,196.0,46.7,605.0,1.012979184
732.0,800.0,2045.0,2214.0,0.46914399469143997,-0.17422434367541767,0.17422434367541767,0.437609841827768,0.32117098005939754,-0.46914399469143997,37.334354899999994,3,6,22,14251.229731928175,37906.9105078225,10.252389800699113,0.4536307313949111,3.4,196.0,46.7,605.0,1.012979184
732.0,977.0,1644.0,1656.0,0.25788074439802505,-0.004549590536851683,0.004549590536851683,0.25448302174742465,0.25362872421695953,-0.25788074439802505,37.334354899999994,3,6,22,14314.191227551284,37719.4530365106,10.494327396850423,0.4556348580454864,3.4,196.0,46.7,605.0,1.012979184
732.0,977.0,1644.0,1656.0,0.25788074439802505,-0.004549590536851683,0.004549590536851683,0.25448302174742465,0.25362872421695953,-0.25788074439802505,37.334354899999994,3,4,22,14297.504980831105,37706.14754275399,10.804791110131204,0.45510371831605295,3.4,196.0,46.7,605.0,1.015142899
732.0,836.0,1644.0,1570.0,0.3050706566916043,0.022111491747119277,-0.022111491747119277,0.3258064516129032,0.32498990714574083,-0.3050706566916043,37.334354899999994,2,4,22,14098.66952221034,37812.71683798871,11.243557867979993,0.44877458909576523,3.4,196.0,46.7,605.0,1.015263105
732.0,836.0,1644.0,1570.0,0.3050706566916043,0.022111491747119277,-0.022111491747119277,0.3258064516129032,0.32498990714574083,-0.3050706566916043,37.334354899999994,2,5,21,13668.766264792474,37848.29751336871,11.749764976110624,0.435090343401893,3.4,196.0,46.7,605.0,1.015263105
849.0,840.0,1513.0,1796.0,0.3626707132018209,0.029451499594704136,-0.029451499594704136,0.28601784955376114,0.3879781420765027,-0.3626707132018209,37.327518860000055,3,6,19,11622.782238900181,36867.85831058625,12.81803760368561,0.36996464916033006,3.4,196.0,46.7,605.0,1.019590535
849.0,840.0,1513.0,1796.0,0.3626707132018209,0.029451499594704136,-0.029451499594704136,0.28601784955376114,0.3879781420765027,-0.3626707132018209,37.327518860000055,3,6,20,11171.611360002185,35940.894721816956,13.792846985806916,0.3556034340491839,3.4,196.0,46.7,605.0,1.019590535
849.0,1638.0,2083.0,1938.0,0.08389261744966443,0.07889733840304182,-0.07889733840304182,0.11959150765923139,0.1617195496417605,-0.08389261744966443,37.327518860000055,4,6,19,10764.538823144201,35339.78616854826,15.076727840735519,0.34264591276160267,3.4,196.0,46.7,605.0,1.02175425
849.0,1638.0,2083.0,1938.0,0.08389261744966443,0.07889733840304182,-0.07889733840304182,0.11959150765923139,0.1617195496417605,-0.08389261744966443,37.327518860000055,4,6,19,10275.107971065296,34485.944290770494,16.116574669156165,0.3270668448795955,3.4,196.0,46.7,605.0,1.02175425
849.0,1322.0,1852.0,1822.0,0.15903307888040713,0.01672962763086886,-0.01672962763086886,0.16698172652804033,0.1752963194011229,-0.15903307888040713,37.28650262000002,4,7,19,10082.974622627775,34546.89849130618,13.652959810613462,0.3209510504522697,3.4,196.0,46.7,605.0,1.023917965
849.0,1200.0,1852.0,2256.0,0.3055555555555556,-0.08985507246376812,0.08985507246376812,0.21363040629095675,0.22178988326848248,-0.3055555555555556,37.28650262000002,4,7,18,10281.58094066511,35064.84741411151,9.129752072052767,0.32727288590125425,3.4,196.0,46.7,605.0,1.02175425
849.0,1050.0,1674.0,1880.0,0.2832764505119454,-0.017316017316017316,0.017316017316017316,0.2290748898678414,0.267271458478716,-0.2832764505119454,37.28650262000002,4,9,21,11370.180083238078,36581.31016448872,11.243778433427483,0.3619240728184716,3.4,196.0,46.7,605.0,1.02175425
1136.0,731.0,2171.0,1998.0,0.46427262733602054,0.009174311926605505,-0.009174311926605505,0.4962095106822881,0.47143890093998553,-0.46427262733602054,37.99061474000001,4,11,21,11823.293724588872,37979.32997509674,12.287215415005557,0.37634712797914105,3.4,196.0,46.7,605.0,1.019590535
1136.0,731.0,2171.0,1998.0,0.46427262733602054,0.009174311926605505,-0.009174311926605505,0.4962095106822881,0.47143890093998553,-0.46427262733602054,37.99061474000001,4,11,21,12284.834407926159,39689.87090953042,13.61017973386789,0.3910384242173691,3.4,196.0,46.7,605.0,1.019590535
1136.0,608.0,2171.0,2800.0,0.6431924882629108,-0.15822130299896586,0.15822130299896586,0.5624325296869378,0.5399167612561483,-0.6431924882629108,37.99061474000001,4,11,21,12730.489027982365,41496.6741912339,15.929520458775382,0.40522405135610623,3.4,196.0,46.7,605.0,1.019590535
1136.0,761.0,2260.0,2880.0,0.5819829717110684,-0.17455138662316477,0.17455138662316477,0.4961933134723601,0.4535008976660682,-0.5819829717110684,37.77869750000002,5,11,20,13299.246832970177,43326.1254654066,17.173002507327055,0.4233281745732876,3.4,196.0,46.7,605.0,1.019590535
1136.0,634.0,2260.0,2800.0,0.6307513104251602,-0.16086235489220563,0.16086235489220563,0.5618521078092605,0.5229495861550038,-0.6307513104251602,37.77869750000002,5,11,19,13779.259225879416,44612.382777818006,19.211791111251696,0.43860744358866244,3.4,196.0,46.7,605.0,1.019590535
1136.0,1020.0,2260.0,2482.0,0.4174757281553398,-0.10164225477141589,0.10164225477141589,0.3780487804878049,0.32982917214191854,-0.4174757281553398,37.77869750000002,5,10,19,14140.264189938374,45653.688620511966,20.86573373321696,0.4500985884908015,3.4,196.0,46.7,605.0,1.019590535
1136.0,1020.0,2260.0,2482.0,0.4174757281553398,-0.10164225477141589,0.10164225477141589,0.3780487804878049,0.32982917214191854,-0.4174757281553398,37.77869750000002,6,10,21,14939.911518011002,48239.79500051985,15.82609122982044,0.47555215348939855,3.4,196.0,46.7,605.0,1.01742682
1136.0,1382.0,2218.0,2468.0,0.2820779220779221,-0.12694063926940638,0.12694063926940638,0.23222222222222222,0.16089860352155433,-0.2820779220779221,37.77869750000002,5,10,21,15144.280834538418,49395.37179347829,13.686021492445438,0.4820574308777286,3.4,196.0,46.7,605.0,1.019590535
1136.0,1494.0,1921.0,2178.0,0.18627450980392157,-0.022055373064289067,0.022055373064289067,0.12503660322108345,0.16489659027389603,-0.18627450980392157,38.899808060000055,5,10,21,15231.159291752483,50904.22346499092,16.254941886316196,0.48482285806049186,3.4,196.0,46.7,605.0,1.019590535
1136.0,1494.0,1921.0,2178.0,0.18627450980392157,-0.022055373064289067,0.022055373064289067,0.12503660322108345,0.16489659027389603,-0.18627450980392157,38.899808060000055,5,10,21,15099.872738336577,52416.87360246578,19.083622011289588,0.4806438772729639,3.4,196.0,46.7,605.0,1.019590535
1136.0,1514.0,1921.0,1874.0,0.10625737898465171,0.05305709954522486,-0.05305709954522486,0.11848617176128093,0.1584213451917732,-0.10625737898465171,38.899808060000055,5,10,21,14541.269462661328,53765.29662599987,17.783813550242986,0.46286298276275584,3.4,196.0,46.7,605.0,1.019590535
1260.0,1562.0,1670.0,1924.0,0.1038439472174412,0.03097456560060438,-0.03097456560060438,0.03341584158415842,0.1343862565807703,-0.1038439472174412,38.899808060000055,5,11,20,13627.200521915063,54820.96254211603,19.073576590930216,0.4337672647134477,3.4,196.0,46.7,605.0,1.019590535
1260.0,1562.0,1670.0,1924.0,0.1038439472174412,0.03097456560060438,-0.03097456560060438,0.03341584158415842,0.1343862565807703,-0.1038439472174412,39.525305720000006,5,12,20,12881.46927112139,55051.701954960256,19.80261874743413,0.41002990175706466,3.4,196.0,46.7,605.0,1.019590535
1260.0,1622.0,2162.0,2036.0,0.1131765992345544,0.06626920431093786,-0.06626920431093786,0.1427061310782241,0.1781099569293134,-0.1131765992345544,39.525305720000006,3,11,21,13243.050424478086,54189.18118565385,0.9738099799060826,0.42153938733418206,3.4,196.0,46.7,605.0,1.02175425
1260.0,1490.0,2162.0,2578.0,0.26745329400196655,-0.051601060575158064,0.051601060575158064,0.18400876232201532,0.21887287024901703,-0.26745329400196655,39.836345540000025,3,11,22,13867.833615998115,53982.271416592,0.6180746992320376,0.44142685399241066,3.4,196.0,46.7,605.0,1.02175425
1260.0,3602.0,3357.0,3742.0,0.01906318082788671,0.021827212129133446,-0.021827212129133446,-0.03520620778847536,0.04087338570097191,-0.01906318082788671,39.836345540000025,4,11,24,14412.261781583431,54351.06949207818,0.33523815766819137,0.4587565407346818,3.4,196.0,46.7,605.0,1.02175425
1260.0,3642.0,3319.0,3630.0,-0.0016501650165016502,0.0669579745533993,-0.0669579745533993,-0.04640137911219652,0.06531502630565893,0.0016501650165016502,39.836345540000025,5,10,23,15021.935400190145,54982.90118904642,0.3163051186572573,0.4781630547494781,3.4,196.0,46.7,605.0,1.023917965
1260.0,3642.0,3319.0,3630.0,-0.0016501650165016502,0.0669579745533993,-0.0669579745533993,-0.04640137911219652,0.06531502630565893,0.0016501650165016502,39.836345540000025,5,8,22,15437.445625342883,55219.79587564456,1.0271496258959887,0.49138915599713506,3.4,196.0,46.7,605.0,1.023917965
1338.0,1090.0,1952.0,1204.0,0.04969485614646905,0.3371868978805395,-0.3371868978805395,0.28336620644312954,0.3805058255186132,-0.04969485614646905,39.836345540000025,5,5,23,17462.691993764583,55321.679342983276,7.898024670770535,0.5558547500997797,3.4,196.0,46.7,605.0,1.015263105
1338.0,1090.0,1952.0,1204.0,0.04969485614646905,0.3371868978805395,-0.3371868978805395,0.28336620644312954,0.3805058255186132,-0.04969485614646905,39.81583741999998,5,5,23,17230.935822276464,54399.7486352885,4.141572850172626,0.5484777220429022,3.4,196.0,46.7,605.0,1.015263105
1338.0,2192.0,1965.0,2708.0,0.10530612244897959,0.031127012522361358,-0.031127012522361358,-0.054606687515034884,0.13598738667717777,-0.10530612244897959,39.81583741999998,4,5,23,16705.52430161561,53204.62502407916,3.858738817843801,0.5317533539087814,3.4,196.0,46.7,605.0,1.01309939
1338.0,2018.0,1965.0,2642.0,0.13390557939914163,0.04344677769732078,-0.04344677769732078,-0.013306552849610846,0.1763265306122449,-0.13390557939914163,39.81583741999998,2,5,22,16079.816152892472,52413.2562569929,3.294188394002004,0.5118364449483481,3.4,196.0,46.7,605.0,1.01309939
1338.0,1660.0,2270.0,1932.0,0.0757238307349666,0.20510183089899198,-0.20510183089899198,0.15521628498727735,0.276530834604489,-0.0757238307349666,39.91496000000001,2,6,22,15260.592967736993,52084.10160334188,4.47880034676823,0.48575976106575186,3.4,196.0,46.7,605.0,1.01309939
1357.0,1706.0,2081.0,1696.0,-0.0029394473838918285,0.21006054960409873,-0.21006054960409873,0.09902297332981251,0.20724907063197026,0.0029394473838918285,40.09269704000002,2,7,18,14077.856198093135,53580.92127759732,16.391773562399298,0.4481120804126798,3.4,196.0,46.7,605.0,1.010935675
1296.0,1486.0,1677.0,1744.0,0.07987616099071207,0.153192522456907,-0.153192522456907,0.06038570976920645,0.23025123025123026,-0.07987616099071207,40.09269704000002,2,4,17,15192.408092247912,56833.5582918011,11.650384388797445,0.4835893690701133,3.4,196.0,46.7,605.0,1.03269303
1296.0,1534.0,1677.0,1730.0,0.06004901960784314,0.15712545676004872,-0.15712545676004872,0.044534412955465584,0.21514453824507546,-0.06004901960784314,40.215745760000004,3,4,17,15464.441531284185,57689.707024861156,9.46319413589213,0.49224846237189546,3.4,196.0,46.7,605.0,1.030529316
1296.0,1534.0,1677.0,1730.0,0.06004901960784314,0.15712545676004872,-0.15712545676004872,0.044534412955465584,0.21514453824507546,-0.06004901960784314,40.215745760000004,3,4,17,15711.590992255668,58678.479409979474,8.86875376665533,0.5001154740511172,3.4,196.0,46.7,605.0,1.030529316
1296.0,1444.0,1527.0,1592.0,0.048748353096179184,0.10107284020327499,-0.10107284020327499,0.0279367216425446,0.14908662345315263,-0.048748353096179184,40.215745760000004,3,4,17,15773.91313349517,59814.04567185143,9.149724791350932,0.5020992494195848,3.4,196.0,46.7,605.0,1.026201886
1296.0,1518.0,1527.0,1454.0,-0.021534320323014805,0.14571092831962398,-0.14571092831962398,0.002955665024630542,0.1245674740484429,0.021534320323014805,40.215745760000004,2,4,15,15054.320453328623,62047.64152346343,7.826286625877085,0.4791939030073346,3.4,196.0,46.7,605.0,1.026201886
1296.0,1174.0,1602.0,1366.0,0.07559055118110236,0.22342239909039227,-0.22342239909039227,0.15417867435158503,0.29404690318701143,-0.07559055118110236,40.49944142000004,2,5,15,14499.608047071324,62362.798188543755,7.330847440883743,0.46153685871728484,3.4,196.0,46.7,605.0,1.026201886
1296.0,1890.0,1602.0,1992.0,0.02627511591962906,0.03861003861003861,-0.03861003861003861,-0.08247422680412371,0.06481939633844631,-0.02627511591962906,40.49944142000004,2,5,14,14255.312434914624,61963.84917668427,6.780992794797051,0.45376068786720497,3.4,196.0,46.7,605.0,1.028365601
1296.0,1890.0,1602.0,1992.0,0.02627511591962906,0.03861003861003861,-0.03861003861003861,-0.08247422680412371,0.06481939633844631,-0.02627511591962906,40.49944142000004,2,5,15,14293.341827192966,61383.76675400012,6.618797082701469,0.4549712010199808,3.4,196.0,46.7,605.0,1.028365601
1186.0,2110.0,1801.0,2470.0,0.07860262008733625,-0.04705383637134379,0.04705383637134379,-0.07900792636154436,0.03166590178981184,-0.07860262008733625,40.49944142000004,2,4,16,14549.032264581887,60982.73129244844,6.802642223185789,0.46311008042233587,3.4,196.0,46.7,605.0,1.028365601
1251.0,1838.0,1828.0,1870.0,0.008629989212513484,0.13983440662373506,-0.13983440662373506,-0.002727768685215494,0.14828544949026876,-0.008629989212513484,41.08050481999999,4,4,15,16274.378724573004,59087.841034057594,6.45652637707714,0.5180295639530738,3.4,196.0,46.7,605.0,1.04134789
1251.0,1646.0,1828.0,2032.0,0.10494834148994019,0.09889135254988914,-0.09889135254988914,0.05238917674150835,0.2017458777885548,-0.10494834148994019,41.08050481999999,4,4,15,16527.232818017743,58640.57442966444,8.73388891075481,0.5260781597236238,3.4,196.0,46.7,605.0,1.04134789
1251.0,1830.0,2229.0,2408.0,0.1363850873053327,-0.11792014856081709,0.11792014856081709,0.09830007390983,0.01876675603217158,-0.1363850873053327,41.67865832000001,4,4,14,16883.82975266537,58222.00764150053,18.237172345025467,0.5374289926917413,3.4,196.0,46.7,605.0,1.03702046
1251.0,866.0,2229.0,3040.0,0.5565796210957501,-0.23076923076923078,0.23076923076923078,0.44038772213247174,0.373825018076645,-0.5565796210957501,41.67865832000001,4,4,14,17165.294690490744,57908.31799565071,16.31606983267311,0.5463882999241335,3.4,196.0,46.7,605.0,1.03702046
1251.0,1003.0,2229.0,2640.0,0.4493549272577546,-0.16299559471365638,0.16299559471365638,0.37933168316831684,0.3089906992766104,-0.4493549272577546,41.67865832000001,3,4,13,17175.133636827835,57610.41395352692,9.622683087241157,0.5467014833130063,3.4,196.0,46.7,605.0,1.039184175
1145.0,1172.0,1602.0,1574.0,0.14639475600874,0.05748502994011976,-0.05748502994011976,0.15501081470800288,0.2021783526208305,-0.14639475600874,41.67865832000001,2,4,14,16406.6606962336,56926.87132751923,9.615279614503805,0.5222402298874189,3.4,196.0,46.7,605.0,1.039184175
1145.0,1516.0,1602.0,1596.0,0.02570694087403599,0.05056513979773944,-0.05056513979773944,0.027581783194355357,0.07617306520414381,-0.02570694087403599,42.020460319999984,2,5,13,15607.35810410139,56939.641368813005,9.321398407635213,0.49679763817461764,3.4,196.0,46.7,605.0,1.026201886
1145.0,1632.0,1407.0,1422.0,-0.068762278978389,0.07841866493843162,-0.07841866493843162,-0.07403751233958539,0.009708737864077669,0.068762278978389,42.020460319999984,2,5,14,15190.07414529004,58291.90491199728,9.263649662605433,0.4835150772310614,3.4,196.0,46.7,605.0,1.026201886
1145.0,1342.0,1407.0,1302.0,-0.015128593040847202,0.12204989885367498,-0.12204989885367498,0.02364496180429247,0.10711909514304724,0.015128593040847202,41.733346640000036,2,5,14,15017.569584788467,58857.48927052751,8.71801997184618,0.4780240865291174,3.4,196.0,46.7,605.0,1.024038171
1145.0,1026.0,1180.0,1138.0,0.051756007393715345,0.16538320498716538,-0.16538320498716538,0.06980961015412511,0.2152963671128107,-0.051756007393715345,41.70942050000002,3,3,15,15287.923263347147,57823.92045509044,7.628809087934673,0.48662971139425565,3.4,196.0,46.7,605.0,1.024038171
1145.0,1346.0,1180.0,1450.0,0.03719599427753934,0.04573872984534386,-0.04573872984534386,-0.06571654790182106,0.082793867120954,-0.03719599427753934,41.70942050000002,3,4,15,15376.327942838285,56553.34357098821,6.831759070823307,0.48944371974094947,3.4,196.0,46.7,605.0,1.024038171
1776.0,1656.0,1721.0,1670.0,0.004209260372820205,0.1393970626127287,-0.1393970626127287,0.01924785312407462,0.143522110162917,-0.004209260372820205,40.42766300000005,3,4,14,15618.515099874949,55081.847437849865,10.618442486378578,0.4971527763801011,3.4,196.0,46.7,605.0,1.024038171
1776.0,4060.0,3172.0,4688.0,0.07178783721993598,-0.21703011422637591,0.21703011422637591,-0.12278761061946902,-0.14754098360655737,-0.07178783721993598,40.42766300000005,2,5,12,13140.75547727619,50846.96150623485,8.24463575085406,0.4182832380340808,3.4,196.0,46.7,605.0,1.019710741
1776.0,3482.0,3175.0,3908.0,0.05764546684709066,-0.1180088685452725,0.1180088685452725,-0.04611686946071804,-0.06077684691546078,-0.05764546684709066,39.022856779999984,1,6,12,12379.061470835426,48150.70161820996,9.40191456025803,0.3940377647843773,3.4,196.0,46.7,605.0,1.015383311
1776.0,2932.0,3175.0,3150.0,0.035843472541927,-0.01074923792716188,0.01074923792716188,0.03979040445390535,0.025103906899418122,-0.035843472541927,39.022856779999984,1,6,12,11603.873311927498,45572.95165686472,10.437950601872457,0.3693627593210768,3.4,196.0,46.7,605.0,1.015383311
1639.0,2346.0,2674.0,2454.0,0.0225,0.01800720288115246,-0.01800720288115246,0.0653386454183267,0.04049079754601227,-0.0225,39.022856779999984,1,7,10,10337.262083338157,43750.70855875965,9.485643957654965,0.32904527171993836,3.4,196.0,46.7,605.0,1.006728452
1639.0,3776.0,4491.0,4248.0,0.058823529411764705,-0.006635071090047393,0.006635071090047393,0.08648844804644974,0.05220883534136546,-0.058823529411764705,38.506735760000026,2,7,11,9478.833630897094,41443.93593491234,8.172874866396258,0.3017206454205941,3.4,196.0,46.7,605.0,1.006728452
1639.0,2736.0,2727.0,3174.0,0.07411167512690356,-0.011150047785919083,0.011150047785919083,-0.0016474464579901153,0.06301369863013699,-0.07411167512690356,38.506735760000026,2,5,11,8926.303121143617,39193.51145735476,6.802174989116329,0.28413305305332404,3.4,196.0,46.7,605.0,1.004564737
1639.0,1556.0,2727.0,2830.0,0.29046967624259007,0.04617458712504213,-0.04617458712504213,0.2734064907774924,0.3321888412017167,-0.29046967624259007,38.506735760000026,2,5,10,7832.108326916166,36646.49113888231,8.929516258360076,0.2493037510119804,3.4,196.0,46.7,605.0,1.004564737
1639.0,2290.0,2589.0,2834.0,0.10616705698672912,-0.04924102184376157,0.04924102184376157,0.06128304980528797,0.057225195553725815,-0.10616705698672912,38.164933760000054,2,5,10,6484.904822018798,34405.76190497998,6.177195134891038,0.2064209315809519,3.4,196.0,46.7,605.0,1.004564737
1639.0,3090.0,2589.0,3572.0,0.07235064545181627,-0.16351791530944626,0.16351791530944626,-0.08821975699947174,-0.09225874867444327,-0.07235064545181627,38.164933760000054,3,5,10,5219.159118795455,32932.1008079957,7.293454392640842,0.16613099450788743,3.4,196.0,46.7,605.0,1.004564737
